コード,銘柄名,市場,時価総額(百万円),時価総額(億円),時価総額(兆円),ランクCD,ランク
5240,monoAI technolo,東G,1558,15.58,0,7,07_100億未満
5242,アイズ,東G,929,9.29,0.000929,7,07_100億未満
5243,note,東G,35120,351.2,0,6,06_100億以上_500億未満
5244,jig.jp,東G,7492,74.92,0,7,07_100億未満
5246,ELEMENTS,東G,15645,156.45,0,6,06_100億以上_500億未満
5247,BTM,東G,1532,15.32,0,7,07_100億未満
5248,テクノロジーズ,東G,8190,81.9,0,7,07_100億未満
5250,GMOプライム･ストラテジー,東S,3978,39.78,0,7,07_100億未満
5252,日本ナレッジ,東G,3184,31.84,0,7,07_100億未満
5253,カバー,東G,105040,1050.4,0,4,04_1000億以上_5000億未満
5254,Arent,東G,22254,222.54,0,6,06_100億以上_500億未満
5255,モンスターラボ,東G,5581,55.81,0,7,07_100億未満
5256,Fusic,東G,3007,30.07,0,7,07_100億未満
5257,ノバシステム,東S,3443,34.43,0,7,07_100億未満
5258,トランザクション･メディア･,東G,12135,121.35,0,6,06_100億以上_500億未満
5261,リソルHLDG,東P,37503,375.03,0,6,06_100億以上_500億未満
5262,日本ヒューム,東P,57932,579.32,0,5,05_500億以上_1000億未満
5268,旭コンクリート工業,東S,11658,116.58,0,6,06_100億以上_500億未満
5269,日本コンクリート工業,東P,18431,184.31,0,6,06_100億以上_500億未満
5271,トーヨーアサノ,東S,3197,31.97,0,7,07_100億未満
5273,三谷セキサン,東S,121890,1218.9,0,4,04_1000億以上_5000億未満
5279,日本興業,東S,3423,34.23,0,7,07_100億未満
5280,ヨシコン,東S,17008,170.08,0,6,06_100億以上_500億未満
5282,ジオスター,東S,11508,115.08,0,6,06_100億以上_500億未満
5283,高見澤,東S,5261,52.61,0,7,07_100億未満
5284,ヤマウHLDG,東S,13495,134.95,0,6,06_100億以上_500億未満
5285,ヤマックス,東S,13954,139.54,0,6,06_100億以上_500億未満
5287,イトーヨーギョー,東S,3126,31.26,0,7,07_100億未満
5288,アジアパイルHLDG,東P,56411,564.11,0,5,05_500億以上_1000億未満
5290,ベルテクスコーポレーション,東S,83155,831.55,0,5,05_500億以上_1000億未満
5301,東海カーボン,東P,408834,4088.34,0,4,04_1000億以上_5000億未満
5302,日本カーボン,東P,56027,560.27,0,5,05_500億以上_1000億未満
5304,SECカーボン,東S,52771,527.71,0,5,05_500億以上_1000億未満
5310,東洋炭素,東P,170250,1702.5,0,4,04_1000億以上_5000億未満
5331,ノリタケ,東P,221737,2217.37,0,4,04_1000億以上_5000億未満
5332,TOTO,東P,1335193,13351.93,1,2,02_1兆以上_10兆未満
5333,NGK,東P,1817775,18177.75,2,2,02_1兆以上_10兆未満
5334,日本特殊陶業,東P,2037308,20373.08,2,2,02_1兆以上_10兆未満
5337,ダントーHLDG,東S,25521,255.21,0,6,06_100億以上_500億未満
5341,ASAHI EITOHLDG,東S,1723,17.23,0,7,07_100億未満
5344,MARUWA,東P,941262,9412.62,1,3,03_5000億以上_1兆未満
5351,品川リフラ,東P,87410,874.1,0,5,05_500億以上_1000億未満
5355,日本坩堝,東S,4608,46.08,0,7,07_100億未満
5356,美濃窯業,東S,16421,164.21,0,6,06_100億以上_500億未満
5357,ヨータイ,東P,33447,334.47,0,6,06_100億以上_500億未満
5363,東京窯業,東S,32425,324.25,0,6,06_100億以上_500億未満
5367,ニッカトー,東S,15752,157.52,0,6,06_100億以上_500億未満
5368,日本インシュレーション,東S,8011,80.11,0,7,07_100億未満
5380,新東,東S,996,9.96,0.000996,7,07_100億未満
5381,マイポックス,東S,15594,155.94,0,6,06_100億以上_500億未満
5384,フジミインコーポレーテッド,東P,342421,3424.21,0,4,04_1000億以上_5000億未満
5388,クニミネ工業,東S,17513,175.13,0,6,06_100億以上_500億未満
5391,エーアンドエーマテリアル,東S,9789,97.89,0,7,07_100億未満
5393,ニチアス,東P,674943,6749.43,1,3,03_5000億以上_1兆未満
5401,日本製鉄,東P,2904449,29044.49,3,2,02_1兆以上_10兆未満
5406,神戸製鋼所,東P,769109,7691.09,1,3,03_5000億以上_1兆未満
5408,中山製鋼所,東P,38226,382.26,0,6,06_100億以上_500億未満
5410,合同製鐵,東P,43737,437.37,0,6,06_100億以上_500億未満
5411,JFEHLDG,東P,1023741,10237.41,1,2,02_1兆以上_10兆未満
5423,東京製鐵,東P,187439,1874.39,0,4,04_1000億以上_5000億未満
542A,ビタブリッドジャパン,東G,5314,53.14,0,7,07_100億未満
543A,ARCHION,東P,815618,8156.18,1,3,03_5000億以上_1兆未満
5440,共英製鋼,東P,78034,780.34,0,5,05_500億以上_1000億未満
5444,大和工業,東P,727880,7278.8,1,3,03_5000億以上_1兆未満
5445,東京鐵鋼,東P,44667,446.67,0,6,06_100億以上_500億未満
5446,北越メタル,東S,4992,49.92,0,7,07_100億未満
5449,大阪製鐵,東S,99738,997.38,0,5,05_500億以上_1000億未満
5451,ヨドコウ,東P,196122,1961.22,0,4,04_1000億以上_5000億未満
5458,高砂鐵工,東S,3655,36.55,0,7,07_100億未満
5461,中部鋼鈑,東P,58324,583.24,0,5,05_500億以上_1000億未満
5463,丸一鋼管,東P,429534,4295.34,0,4,04_1000億以上_5000億未満
5464,モリ工業,東S,36269,362.69,0,6,06_100億以上_500億未満
5471,大同特殊鋼,東P,482824,4828.24,0,4,04_1000億以上_5000億未満
547A,ムニノバHLDG,東P,204994,2049.94,0,4,04_1000億以上_5000億未満
5480,日本冶金工業,東P,68498,684.98,0,5,05_500億以上_1000億未満
5482,愛知製鋼,東P,190917,1909.17,0,4,04_1000億以上_5000億未満
5484,東北特殊鋼,東S,33786,337.86,0,6,06_100億以上_500億未満
548A,システムエグゼ,東S,4802,48.02,0,7,07_100億未満
5491,日本金属,東S,5916,59.16,0,7,07_100億未満
549A,ヒトトヒトHLDG,東S,6356,63.56,0,7,07_100億未満
550A,ソフトテックス,東S,2133,21.33,0,7,07_100億未満
5527,property techno,東G,7361,73.61,0,7,07_100億未満
5532,リアルゲイト,東G,21993,219.93,0,6,06_100億以上_500億未満
5533,エリッツHLDG,東S,6615,66.15,0,7,07_100億未満
5535,ミガロHLDG,東P,16159,161.59,0,6,06_100億以上_500億未満
5537,AlbaLink,東G,18348,183.48,0,6,06_100億以上_500億未満
5541,大平洋金属,東P,44303,443.03,0,6,06_100億以上_500億未満
5542,新報国マテリアル,東S,5721,57.21,0,7,07_100億未満
554A,バトンズ,東G,5477,54.77,0,7,07_100億未満
5563,新日本電工,東P,66358,663.58,0,5,05_500億以上_1000億未満
556A,犬猫生活,東G,8114,81.14,0,7,07_100億未満
5570,ジェノバ,東G,9378,93.78,0,7,07_100億未満
5571,エキサイトHLDG,東S,4731,47.31,0,7,07_100億未満
5572,Ridge−i,東G,14392,143.92,0,6,06_100億以上_500億未満
5574,ABEJA,東G,23482,234.82,0,6,06_100億以上_500億未満
5575,Globee,東G,3326,33.26,0,7,07_100億未満
5576,オービーシステム,東S,6751,67.51,0,7,07_100億未満
5578,ARアドバンストテクノロジ,東G,8857,88.57,0,7,07_100億未満
5580,プロディライト,東G,2502,25.02,0,7,07_100億未満
5582,グリッド,東G,10353,103.53,0,6,06_100億以上_500億未満
5586,Laboro.AI,東G,12822,128.22,0,6,06_100億以上_500億未満
5587,インバウンドプラットフォーム,東G,2756,27.56,0,7,07_100億未満
5588,ファーストアカウンティング,東G,8055,80.55,0,7,07_100億未満
5589,オートサーバー,東S,19378,193.78,0,6,06_100億以上_500億未満
558A,SQUEEZE,東G,15551,155.51,0,6,06_100億以上_500億未満
5590,ネットスターズ,東G,11739,117.39,0,6,06_100億以上_500億未満
5591,AVILEN,東G,4678,46.78,0,7,07_100億未満
5592,クスリノ窓口,東G,28303,283.03,0,6,06_100億以上_500億未満
5597,ブルーイノベーション,東G,6637,66.37,0,7,07_100億未満
5599,S&J,東G,4986,49.86,0,7,07_100億未満
559A,梅乃宿酒造,東S,6265,62.65,0,7,07_100億未満
5602,栗本鐵工所,東P,86838,868.38,0,5,05_500億以上_1000億未満
5603,虹技,東S,4004,40.04,0,7,07_100億未満
5609,日本鋳造,東S,4241,42.41,0,7,07_100億未満
5612,日本鋳鉄管,東S,4973,49.73,0,7,07_100億未満
5616,雨風太陽,東G,1670,16.7,0,7,07_100億未満
5618,ナイル,東G,2510,25.1,0,7,07_100億未満
5619,マーソ,東G,3002,30.02,0,7,07_100億未満
5621,ヒューマンテクノロジーズ,東G,13526,135.26,0,6,06_100億以上_500億未満
5631,日本製鋼所,東P,541450,5414.5,1,3,03_5000億以上_1兆未満
5632,三菱製鋼,東P,33038,330.38,0,6,06_100億以上_500億未満
5644,メタルアート,東S,24186,241.86,0,6,06_100億以上_500億未満
5658,日亜鋼業,東S,18218,182.18,0,6,06_100億以上_500億未満
5659,日本精線,東P,44866,448.66,0,6,06_100億以上_500億未満
5660,神鋼鋼線工業,東S,10620,106.2,0,6,06_100億以上_500億未満
5695,パウダーテック,東S,8016,80.16,0,7,07_100億未満
5697,サンユウ,東S,4276,42.76,0,7,07_100億未満
5698,エンビプロHLDG,東S,25679,256.79,0,6,06_100億以上_500億未満
5699,イボキン,東S,5281,52.81,0,7,07_100億未満
5702,大紀アルミニウム工業所,東P,83114,831.14,0,5,05_500億以上_1000億未満
5703,日本軽金属HLDG,東P,196830,1968.3,0,4,04_1000億以上_5000億未満
5704,JMC,東G,2290,22.9,0,7,07_100億未満
5706,三井金属,東P,2643981,26439.81,3,2,02_1兆以上_10兆未満
5707,東邦亜鉛,東P,13603,136.03,0,6,06_100億以上_500億未満
5711,三菱マテリアル,東P,653897,6538.97,1,3,03_5000億以上_1兆未満
5713,住友金属鉱山,東P,2516704,25167.04,3,2,02_1兆以上_10兆未満
5714,DOWA HLDG,東P,609602,6096.02,1,3,03_5000億以上_1兆未満
5715,古河機械金属,東P,120256,1202.56,0,4,04_1000億以上_5000億未満
5721,エスクリプトエナジー,東S,42297,422.97,0,6,06_100億以上_500億未満
5724,アサカ理研,東S,12990,129.9,0,6,06_100億以上_500億未満
5726,大阪チタニウムテクノロジーズ,東P,107272,1072.72,0,4,04_1000億以上_5000億未満
5729,日本精鉱,東S,15635,156.35,0,6,06_100億以上_500億未満
5741,UACJ,東P,602267,6022.67,1,3,03_5000億以上_1兆未満
5742,エヌアイシ･オートテック,東S,3839,38.39,0,7,07_100億未満
5753,日本伸銅,東S,5370,53.7,0,7,07_100億未満
5757,CKサンエツ,東P,41764,417.64,0,6,06_100億以上_500億未満
5801,古河電気工業,東P,3611080,36110.8,4,2,02_1兆以上_10兆未満
5802,住友電気工業,東P,10690410,106904.1,11,1,01_10兆以上
5803,フジクラ,東P,8529745,85297.45,9,2,02_1兆以上_10兆未満
5805,SWCC,東P,465486,4654.86,0,4,04_1000億以上_5000億未満
5816,オーナンバ,東S,22705,227.05,0,6,06_100億以上_500億未満
5817,JMACS,東S,5444,54.44,0,7,07_100億未満
5819,カナレ電気,東S,12271,122.71,0,6,06_100億以上_500億未満
5820,三ッ星,東S,3013,30.13,0,7,07_100億未満
5821,平河ヒューテック,東P,67955,679.55,0,5,05_500億以上_1000億未満
5830,イヨギンHLDG,東P,947435,9474.35,1,3,03_5000億以上_1兆未満
5831,シズオカFG,東P,1663230,16632.3,2,2,02_1兆以上_10兆未満
5832,チュウギンFG,東P,545168,5451.68,1,3,03_5000億以上_1兆未満
5834,SBIリーシングサービス,東G,34785,347.85,0,6,06_100億以上_500億未満
5838,楽天銀行,東P,864678,8646.78,1,3,03_5000億以上_1兆未満
5842,インテグラル,東G,116467,1164.67,0,4,04_1000億以上_5000億未満
5843,ニッポンインシュア,東S,6050,60.5,0,7,07_100億未満
5844,京都FG,東P,1350708,13507.08,1,2,02_1兆以上_10兆未満
5845,全保連,東S,26307,263.07,0,6,06_100億以上_500億未満
5851,リョービ,東P,84422,844.22,0,5,05_500億以上_1000億未満
5852,アーレスティ,東P,17729,177.29,0,6,06_100億以上_500億未満
5856,エルアイイーエイチ,東S,763,7.63,0.000763,7,07_100億未満
5857,AREHLDG,東P,274457,2744.57,0,4,04_1000億以上_5000億未満
5858,STG,東G,2412,24.12,0,7,07_100億未満
5867,エスネットワークス,東G,3641,36.41,0,7,07_100億未満
5868,ロココ,東S,3452,34.52,0,7,07_100億未満
5869,早稲田学習研究会,東S,12080,120.8,0,6,06_100億以上_500億未満
5870,ナルネットコミュニケーションズ,東G,4015,40.15,0,7,07_100億未満
5871,SOLIZE HLDG,東S,7914,79.14,0,7,07_100億未満
5884,クラダシ,東G,7248,72.48,0,7,07_100億未満
5885,ジーデップ･アドバンス,東S,15531,155.31,0,6,06_100億以上_500億未満
5888,DAIWA CYCLE,東G,7531,75.31,0,7,07_100億未満
5889,Japan Eyewear H,東P,48038,480.38,0,6,06_100億以上_500億未満
5891,魁力屋,東S,8889,88.89,0,7,07_100億未満
5892,yutori,東G,11977,119.77,0,6,06_100億以上_500億未満
5900,ダイケン,東S,4950,49.5,0,7,07_100億未満
5901,東洋製罐グループHLDG,東P,581251,5812.51,1,3,03_5000億以上_1兆未満
5902,ホッカンHLDG,東P,30131,301.31,0,6,06_100億以上_500億未満
5903,シンポ,東S,10421,104.21,0,6,06_100億以上_500億未満
5905,日本製罐,東S,1879,18.79,0,7,07_100億未満
5906,エムケー精工,東S,12008,120.08,0,6,06_100億以上_500億未満
5909,コロナ,東S,26584,265.84,0,6,06_100億以上_500億未満
5911,横河ブリッジHLDG,東P,118272,1182.72,0,4,04_1000億以上_5000億未満
5915,駒井ハルテック,東S,10696,106.96,0,6,06_100億以上_500億未満
5918,瀧上工業,東S,19234,192.34,0,6,06_100億以上_500億未満
5921,川岸工業,東S,12255,122.55,0,6,06_100億以上_500億未満
5922,那須電機鉄工,東S,21468,214.68,0,6,06_100億以上_500億未満
5923,高田機工,東S,7183,71.83,0,7,07_100億未満
5928,アルメタックス,東S,3347,33.47,0,7,07_100億未満
5929,三和HLDG,東P,765323,7653.23,1,3,03_5000億以上_1兆未満
5930,文化シヤッター,東P,132408,1324.08,0,4,04_1000億以上_5000億未満
5932,三協立山,東P,19311,193.11,0,6,06_100億以上_500億未満
5933,アルインコ,東P,21313,213.13,0,6,06_100億以上_500億未満
5936,東洋シヤッター,東S,5633,56.33,0,7,07_100億未満
5938,LIXIL,東P,488989,4889.89,0,4,04_1000億以上_5000億未満
5939,大谷工業,東S,3806,38.06,0,7,07_100億未満
5940,不二サッシ,東S,8750,87.5,0,7,07_100億未満
5941,中西製作所,東S,15759,157.59,0,6,06_100億以上_500億未満
5942,日本フイルコン,東S,12347,123.47,0,6,06_100億以上_500億未満
5943,ノーリツ,東P,107112,1071.12,0,4,04_1000億以上_5000億未満
5945,天龍製鋸,東S,28003,280.03,0,6,06_100億以上_500億未満
5946,長府製作所,東P,67520,675.2,0,5,05_500億以上_1000億未満
5947,リンナイ,東P,482654,4826.54,0,4,04_1000億以上_5000億未満
5949,ユニプレス,東P,55896,558.96,0,5,05_500億以上_1000億未満
5950,日本パワーファスニング,東S,2691,26.91,0,7,07_100億未満
5951,ダイニチ工業,東S,17744,177.44,0,6,06_100億以上_500億未満
5952,アマテイ,東S,2316,23.16,0,7,07_100億未満
5955,ワイズHLDG,東S,11694,116.94,0,6,06_100億以上_500億未満
5956,トーソー,東S,5640,56.4,0,7,07_100億未満
5957,日東精工,東P,30029,300.29,0,6,06_100億以上_500億未満
5958,三洋工業,東S,12210,122.1,0,6,06_100億以上_500億未満
5959,岡部,東P,42467,424.67,0,6,06_100億以上_500億未満
5962,浅香工業,東S,1701,17.01,0,7,07_100億未満
5965,フジマック,東S,16170,161.7,0,6,06_100億以上_500億未満
5966,京都機械工具,東S,5948,59.48,0,7,07_100億未満
5967,TONE,東S,10425,104.25,0,6,06_100億以上_500億未満
5969,ロブテックス,東S,2408,24.08,0,7,07_100億未満
5970,ジーテクト,東P,93925,939.25,0,5,05_500億以上_1000億未満
5971,共和工業所,東S,9520,95.2,0,7,07_100億未満
5973,トーアミ,東S,3910,39.1,0,7,07_100億未満
5974,中国工業,東S,2606,26.06,0,7,07_100億未満
5975,東プレ,東P,144724,1447.24,0,4,04_1000億以上_5000億未満
5976,高周波熱錬,東P,41728,417.28,0,6,06_100億以上_500億未満
5981,東京製綱,東P,29950,299.5,0,6,06_100億以上_500億未満
5982,マルゼン,東S,67549,675.49,0,5,05_500億以上_1000億未満
5983,イワブチ,東S,15400,154,0,6,06_100億以上_500億未満
5984,兼房,東S,10389,103.89,0,6,06_100億以上_500億未満
5985,サンコール,東S,55038,550.38,0,5,05_500億以上_1000億未満
5986,モリテック スチール,東S,5211,52.11,0,7,07_100億未満
5987,オーネックス,東S,3330,33.3,0,7,07_100億未満
5988,パイオラックス,東P,57656,576.56,0,5,05_500億以上_1000億未満
5989,エイチワン,東P,45116,451.16,0,6,06_100億以上_500億未満
5990,スーパーツール,東S,4630,46.3,0,7,07_100億未満
5991,ニッパツ,東P,921029,9210.29,1,3,03_5000億以上_1兆未満
5992,中央発條,東S,97189,971.89,0,5,05_500億以上_1000億未満
5994,ファインシンター,東S,4424,44.24,0,7,07_100億未満
5997,協立エアテック,東S,4836,48.36,0,7,07_100億未満
5998,アドバネクス,東S,12626,126.26,0,6,06_100億以上_500億未満
6005,三浦工業,東P,394542,3945.42,0,4,04_1000億以上_5000億未満
6013,タクマ,東P,245611,2456.11,0,4,04_1000億以上_5000億未満
6016,ジャパンエンジン,東S,66108,661.08,0,5,05_500億以上_1000億未満
6018,阪神内燃機工業,東S,18712,187.12,0,6,06_100億以上_500億未満
6022,赤阪鐵工所,東S,3755,37.55,0,7,07_100億未満
6023,ダイハツインフィニアース,東S,73216,732.16,0,5,05_500億以上_1000億未満
6027,弁護士ドットコム,東P,50903,509.03,0,5,05_500億以上_1000億未満
6029,アトラグループ,東S,1965,19.65,0,7,07_100億未満
6030,アドベンチャー,東G,8988,89.88,0,7,07_100億未満
6031,ZETA,東G,6700,67,0,7,07_100億未満
6033,エクストリーム,東G,7503,75.03,0,7,07_100億未満
6034,MRT,東G,3563,35.63,0,7,07_100億未満
6035,アイ･アールジャパンHLDG,東S,12488,124.88,0,6,06_100億以上_500億未満
6036,KeePer技研,東P,82552,825.52,0,5,05_500億以上_1000億未満
6037,楽待,東S,18707,187.07,0,6,06_100億以上_500億未満
6038,イード,東G,4526,45.26,0,7,07_100億未満
6039,日本動物高度医療センター,東G,13456,134.56,0,6,06_100億以上_500億未満
6040,日本スキー場開発,東G,22132,221.32,0,6,06_100億以上_500億未満
6042,ニッキ,東S,8120,81.2,0,7,07_100億未満
6044,三機サービス,東S,9618,96.18,0,7,07_100億未満
6045,レントラックス,東G,11054,110.54,0,6,06_100億以上_500億未満
6046,リンクバル,東S,2223,22.23,0,7,07_100億未満
6047,Gunosy,東S,10859,108.59,0,6,06_100億以上_500億未満
6049,イトクロ,東G,5738,57.38,0,7,07_100億未満
6050,イー･ガーディアン,東P,19201,192.01,0,6,06_100億以上_500億未満
6054,リブセンス,東S,3126,31.26,0,7,07_100億未満
6055,ジャパンマテリアル,東P,254672,2546.72,0,4,04_1000億以上_5000億未満
6058,ベクトル,東P,65211,652.11,0,5,05_500億以上_1000億未満
6059,ウチヤマHLDG,東S,7545,75.45,0,7,07_100億未満
6061,ユニバーサル園芸社,東S,27457,274.57,0,6,06_100億以上_500億未満
6062,チャーム･ケア,東P,42656,426.56,0,6,06_100億以上_500億未満
6063,日本エマージェンシーアシスタン,東S,2253,22.53,0,7,07_100億未満
6069,トレンダーズ,東G,4844,48.44,0,7,07_100億未満
6070,キャリアリンク,東P,26661,266.61,0,6,06_100億以上_500億未満
6071,IBJ,東P,32803,328.03,0,6,06_100億以上_500億未満
6072,地盤ネットHLDG,東S,34120,341.2,0,6,06_100億以上_500億未満
6073,アサンテ,東P,16349,163.49,0,6,06_100億以上_500億未満
6074,ジェイエスエス,東S,1945,19.45,0,7,07_100億未満
6078,バリューHR,東P,37266,372.66,0,6,06_100億以上_500億未満
6080,M&Aキャピタルパートナーズ,東P,108207,1082.07,0,4,04_1000億以上_5000億未満
6081,アライドアーキテクツ,東G,3005,30.05,0,7,07_100億未満
6082,ライドオンエクスプレスHLDG,東S,10567,105.67,0,6,06_100億以上_500億未満
6083,ERI HLDG,東S,30969,309.69,0,6,06_100億以上_500億未満
6085,アーキテクツ･スタジオ･ジャパ,東G,30323,303.23,0,6,06_100億以上_500億未満
6086,シンメンテHLDG,東G,22099,220.99,0,6,06_100億以上_500億未満
6087,アビスト,東S,13512,135.12,0,6,06_100億以上_500億未満
6088,シグマクシス･HLDG,東P,45580,455.8,0,6,06_100億以上_500億未満
6089,ウィルグループ,東P,23188,231.88,0,6,06_100億以上_500億未満
6090,ヒューマン･メタボローム･テク,東S,3552,35.52,0,7,07_100億未満
6091,ウエスコHLDG,東S,11092,110.92,0,6,06_100億以上_500億未満
6092,エンバイオHLDG,東S,6033,60.33,0,7,07_100億未満
6093,ミトラグループ,東S,7030,70.3,0,7,07_100億未満
6094,フリークアウトHLDG,東G,10543,105.43,0,6,06_100億以上_500億未満
6096,レアジョブ,東S,3554,35.54,0,7,07_100億未満
6098,リクルートHLDG,東P,15630630,156306.3,16,1,01_10兆以上
6099,エラン,東P,40966,409.66,0,6,06_100億以上_500億未満
6101,ツガミ,東P,303360,3033.6,0,4,04_1000億以上_5000億未満
6103,オークマ,東P,275105,2751.05,0,4,04_1000億以上_5000億未満
6104,芝浦機械,東P,101019,1010.19,0,4,04_1000億以上_5000億未満
6113,アマダ,東P,936323,9363.23,1,3,03_5000億以上_1兆未満
6118,アイダエンジニアリング,東P,64853,648.53,0,5,05_500億以上_1000億未満
6125,岡本工作機械製作所,東S,34726,347.26,0,6,06_100億以上_500億未満
6134,FUJI,東P,761851,7618.51,1,3,03_5000億以上_1兆未満
6135,牧野フライス製作所,東P,349758,3497.58,0,4,04_1000億以上_5000億未満
6136,オーエスジー,東P,323625,3236.25,0,4,04_1000億以上_5000億未満
6137,小池酸素工業,東S,33990,339.9,0,6,06_100億以上_500億未満
6138,ダイジェット工業,東S,3301,33.01,0,7,07_100億未満
6140,旭ダイヤモンド工業,東P,63685,636.85,0,5,05_500億以上_1000億未満
6141,DMG森精機,東P,474515,4745.15,0,4,04_1000億以上_5000億未満
6143,ソディック,東P,107009,1070.09,0,4,04_1000億以上_5000億未満
6144,西部電機,東S,40174,401.74,0,6,06_100億以上_500億未満
6145,NITTOKU,東S,58912,589.12,0,5,05_500億以上_1000億未満
6146,ディスコ,東P,7833196,78331.96,8,2,02_1兆以上_10兆未満
6147,ヤマザキ,東S,769,7.69,0.000769,7,07_100億未満
6149,小田原エンジニアリング,東S,13418,134.18,0,6,06_100億以上_500億未満
6150,タケダ機械,東S,2761,27.61,0,7,07_100億未満
6151,日東工器,東P,32122,321.22,0,6,06_100億以上_500億未満
6155,高松機械工業,東S,5290,52.9,0,7,07_100億未満
6156,エーワン精密,東S,10351,103.51,0,6,06_100億以上_500億未満
6157,日進工具,東S,21755,217.55,0,6,06_100億以上_500億未満
6158,和井田製作所,東S,6803,68.03,0,7,07_100億未満
6159,ミクロン精密,東S,15104,151.04,0,6,06_100億以上_500億未満
6161,エスティック,東S,12062,120.62,0,6,06_100億以上_500億未満
6165,パンチ工業,東S,15441,154.41,0,6,06_100億以上_500億未満
6166,中村超硬,東G,4904,49.04,0,7,07_100億未満
6167,冨士ダイス,東P,19520,195.2,0,6,06_100億以上_500億未満
6171,土木管理総合試験所,東S,5496,54.96,0,7,07_100億未満
6176,ブランジスタ,東S,12914,129.14,0,6,06_100億以上_500億未満
6177,AppBank,東G,1994,19.94,0,7,07_100億未満
6178,日本郵政,東P,6024982,60249.82,6,2,02_1兆以上_10兆未満
6180,GMOメディア,東G,6718,67.18,0,7,07_100億未満
6181,タメニー,東G,3328,33.28,0,7,07_100億未満
6182,メタリアル,東G,5814,58.14,0,7,07_100億未満
6183,ベルシステム24HLDG,東P,103065,1030.65,0,4,04_1000億以上_5000億未満
6184,鎌倉新書,東P,18332,183.32,0,6,06_100億以上_500億未満
6185,SMN,東S,5335,53.35,0,7,07_100億未満
6186,一蔵,東S,2058,20.58,0,7,07_100億未満
6189,グローバルキッズCOMPANY,東S,8822,88.22,0,7,07_100億未満
6190,フェニックスバイオ,東G,1578,15.78,0,7,07_100億未満
6191,エアトリ,東P,17717,177.17,0,6,06_100億以上_500億未満
6193,バーチャレクスHLDG,東G,2985,29.85,0,7,07_100億未満
6194,アトラエ,東P,14951,149.51,0,6,06_100億以上_500億未満
6195,ホープ,東G,3507,35.07,0,7,07_100億未満
6196,ストライクグループ,東P,70168,701.68,0,5,05_500億以上_1000億未満
6197,ソラスト,東P,105258,1052.58,0,4,04_1000億以上_5000億未満
6198,キャリア,東G,1984,19.84,0,7,07_100億未満
6199,セラク,東S,15972,159.72,0,6,06_100億以上_500億未満
6200,インソース,東P,49952,499.52,0,6,06_100億以上_500億未満
6203,豊和工業,東S,21959,219.59,0,6,06_100億以上_500億未満
6208,石川製作所,東S,11195,111.95,0,6,06_100億以上_500億未満
6209,リケンNPR,東P,109461,1094.61,0,4,04_1000億以上_5000億未満
6217,津田駒工業,東S,7100,71,0,7,07_100億未満
6218,エンシュウ,東S,3844,38.44,0,7,07_100億未満
6222,島精機製作所,東P,30937,309.37,0,6,06_100億以上_500億未満
6223,西部技研,東S,48728,487.28,0,6,06_100億以上_500億未満
6224,JRC,東G,17192,171.92,0,6,06_100億以上_500億未満
6226,守谷輸送機工業,東S,73113,731.13,0,5,05_500億以上_1000億未満
6227,AIメカテック,東S,122330,1223.3,0,4,04_1000億以上_5000億未満
6228,ジェイ･イー･ティ,東S,10372,103.72,0,6,06_100億以上_500億未満
6229,オーケーエム,東S,6831,68.31,0,7,07_100億未満
6230,SANEI,東S,9811,98.11,0,7,07_100億未満
6231,木村工機,東S,41877,418.77,0,6,06_100億以上_500億未満
6232,ACSL,東G,37977,379.77,0,6,06_100億以上_500億未満
6233,KLASS,東S,2156,21.56,0,7,07_100億未満
6235,オプトラン,東P,173883,1738.83,0,4,04_1000億以上_5000億未満
6237,イワキポンプ,東P,71746,717.46,0,5,05_500億以上_1000億未満
6238,フリュー,東P,35455,354.55,0,6,06_100億以上_500億未満
6239,ナガオカ,東S,9138,91.38,0,7,07_100億未満
6240,ヤマシンフィルタ,東P,36858,368.58,0,6,06_100億以上_500億未満
6245,ヒラノテクシード,東S,36269,362.69,0,6,06_100億以上_500億未満
6246,テクノスマート,東S,22447,224.47,0,6,06_100億以上_500億未満
6247,日阪製作所,東P,46978,469.78,0,6,06_100億以上_500億未満
6248,横田製作所,東S,3217,32.17,0,7,07_100億未満
6249,ゲームカードHLDG,東S,33547,335.47,0,6,06_100億以上_500億未満
6250,ヤマビコ,東P,158129,1581.29,0,4,04_1000億以上_5000億未満
6254,野村マイクロ･サイエンス,東P,180909,1809.09,0,4,04_1000億以上_5000億未満
6255,エヌ･ピー･シー,東G,17642,176.42,0,6,06_100億以上_500億未満
6257,藤商事,東S,22621,226.21,0,6,06_100億以上_500億未満
6258,平田機工,東P,91093,910.93,0,5,05_500億以上_1000億未満
6262,PEGASUS,東S,13209,132.09,0,6,06_100億以上_500億未満
6264,マルマエ,東P,59472,594.72,0,5,05_500億以上_1000億未満
6265,コンバム,東S,5692,56.92,0,7,07_100億未満
6266,タツモ,東P,58850,588.5,0,5,05_500億以上_1000億未満
6267,ゼネラルパッカー,東S,6494,64.94,0,7,07_100億未満
6268,ナブテスコ,東P,619367,6193.67,1,3,03_5000億以上_1兆未満
6269,三井海洋開発,東P,672723,6727.23,1,3,03_5000億以上_1兆未満
6272,レオン自動機,東P,40941,409.41,0,6,06_100億以上_500億未満
6273,SMC,東P,4155979,41559.79,4,2,02_1兆以上_10兆未満
6276,シリウスビジョン,東S,1608,16.08,0,7,07_100億未満
